"player_name","position","season","platform","week","passing_yards","pass_touchdown","complete_pass","incomplete_pass","rushing_yards","rush_touchdown","first_down_rush","rush_attempt","receiving_yards","first_down_pass","yards_gained","touchdown","first_down","fumble_lost","two_point_attempt","return_yards","return_touchdown","reception","targets","pass_2pt_conversion","rush_2pt_conversion","receiving_2pt_conversion","passing_yards_points","passing_td_points","passing_2pt_points","rushing_yards_points","rushing_td_points","rushing_first_down_points","rushing_attempt_points","rushing_2pt_points","receiving_yards_points","receiving_td_points","receiving_first_down_points","receiving_2pt_points","receptions_points","target_points","sack_points","tackle_points","assisted_tackle_points","tackle_for_loss_points","forced_fumble_points","fumble_recovery_points","interception_points","pass_defended_points","safety_points","block_points","fumble_recovery_td_points","total_points"
"Darnell Mooney","WR",2021,"sleeper",143,929,4,69,48,32,1,2,6,929,42,961,6,44,0,1,123,1,67,117,0,0,0,0,0,0,3.2,6,2,3,0,92.9,30,42,0,167.5,0,0,0,0,0,0,0,0,0,0,0,0,346.6
"Darnell Mooney","WR",2022,"sleeper",66,493,2,40,19,2,0,0,1,493,20,495,2,20,0,1,21,0,39,59,0,0,0,0,0,0,0.2,0,0,0.5,0,49.3,12,20,0,97.5,0,0,0,0,0,0,0,0,0,0,0,0,179.5
"Darnell Mooney","WR",2023,"sleeper",121,414,1,31,27,5,0,0,2,414,20,419,2,20,0,0,43,1,28,58,0,0,0,0,0,0,0.5,0,0,1,0,41.4,12,20,0,70,0,0,0,0,0,0,0,0,0,0,0,0,144.9
"Darnell Mooney","WR",2024,"sleeper",141,992,5,64,41,0,0,0,0,992,48,992,6,48,0,0,68,1,61,104,0,0,0,0,0,0,0,0,0,0,0,99.2,36,48,0,152.5,0,0,0,0,0,0,0,0,0,0,0,0,335.7
"Darnell Washington","TE",2023,"sleeper",81,61,0,7,3,0,0,0,0,61,4,61,0,4,0,0,0,0,7,10,0,0,0,0,0,0,0,0,0,0,0,6.1,0,4,0,24.5,0,0,0,0,0,0,0,0,0,0,0,0,34.6
"Darnell Washington","TE",2024,"sleeper",110,200,1,19,5,0,0,0,0,200,9,200,1,9,0,0,0,0,19,24,0,0,0,0,0,0,0,0,0,0,0,20,6,9,0,66.5,0,0,0,0,0,0,0,0,0,0,0,0,101.5
"Darrel Williams","RB",2018,"sleeper",46,27,1,3,0,44,0,3,13,27,1,71,1,4,0,0,0,0,3,3,0,0,0,0,0,0,4.4,0,3,6.5,0,2.7,6,1,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,31.1
"Darrel Williams","RB",2019,"sleeper",71,167,1,15,4,141,3,12,41,167,7,308,4,19,1,0,0,0,14,19,0,0,0,0,0,0,14.1,18,12,20.5,0,16.7,6,7,0,35,0,0,0,0,0,0,0,0,0,0,0,0,129.3
"Darrel Williams","RB",2020,"sleeper",110,116,0,18,8,169,1,14,39,116,6,287,1,21,0,1,0,0,16,26,0,0,1,0,0,0,16.9,6,14,19.5,0,11.6,0,6,2,40,0,0,0,0,0,0,0,0,0,0,0,0,116
"Darrel Williams","RB",2021,"sleeper",141,422,2,44,9,541,6,38,137,422,17,963,8,58,0,0,0,0,41,53,0,0,0,0,0,0,54.1,36,38,68.5,0,42.2,12,17,0,102.5,0,0,0,0,0,0,0,0,0,0,0,0,370.3
"Darrel Williams","RB",2022,"sleeper",22,9,0,4,4,102,1,8,21,9,0,111,1,8,0,0,0,0,3,8,0,0,0,0,0,0,10.2,6,8,10.5,0,0.9,0,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,43.1
"Darrell Daniels","TE",2017,"sleeper",46,26,0,3,9,0,0,0,0,26,2,26,0,2,0,0,29,0,3,12,0,0,0,0,0,0,0,0,0,0,0,2.6,0,2,0,10.5,0,0,0,0,0,0,0,0,0,0,0,0,15.1
"Darrell Daniels","TE",2018,"sleeper",22,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Darrell Daniels","TE",2019,"sleeper",35,4,0,1,2,0,0,0,0,4,1,4,0,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0.4,0,1,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,4.9
"Darrell Daniels","TE",2020,"sleeper",63,92,1,8,3,0,0,0,0,92,4,92,1,4,0,1,9,0,8,11,0,0,0,0,0,0,0,0,0,0,0,9.2,6,4,0,28,0,0,0,0,0,0,0,0,0,0,0,0,47.2
"Darrell Daniels","TE",2021,"sleeper",26,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Darrell Henderson","RB",2019,"sleeper",90,37,0,4,2,147,0,10,39,37,1,184,0,11,0,0,58,0,4,6,0,0,0,0,0,0,14.7,0,10,19.5,0,3.7,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,58.9
"Darrell Henderson","RB",2020,"sleeper",127,155,1,16,7,624,5,40,138,155,8,779,6,48,0,0,15,0,15,23,0,0,0,0,0,0,62.4,30,40,69,0,15.5,6,8,0,37.5,0,0,0,0,0,0,0,0,0,0,0,0,268.4
"Darrell Henderson","RB",2021,"sleeper",95,176,3,29,11,688,5,39,149,176,8,864,8,48,0,0,0,0,26,40,0,0,0,0,0,0,68.8,30,39,74.5,0,17.6,18,8,0,65,0,0,0,0,0,0,0,0,0,0,0,0,320.9
"Darrell Henderson","RB",2022,"sleeper",59,102,0,17,5,283,3,14,70,102,5,385,3,20,0,0,0,0,17,22,0,0,0,0,0,0,28.3,18,14,35,0,10.2,0,5,0,42.5,0,0,0,0,0,0,0,0,0,0,0,0,153
"Darrell Henderson","RB",2023,"sleeper",35,103,0,10,4,112,2,5,46,103,3,215,2,8,0,0,0,0,10,14,0,0,0,0,0,0,11.2,12,5,23,0,10.3,0,3,0,25,0,0,0,0,0,0,0,0,0,0,0,0,89.5
"Darren Fells","TE",2014,"sleeper",65,71,0,5,6,0,0,0,0,71,4,71,0,4,0,0,0,0,5,11,0,0,0,0,0,0,0,0,0,0,0,7.1,0,4,0,17.5,0,0,0,0,0,0,0,0,0,0,0,0,28.6
"Darren Fells","TE",2015,"sleeper",99,311,3,21,7,0,0,0,0,311,15,311,3,15,0,0,0,0,21,28,0,0,0,0,0,0,0,0,0,0,0,31.1,18,15,0,73.5,0,0,0,0,0,0,0,0,0,0,0,0,137.6
"Darren Fells","TE",2016,"sleeper",85,154,1,14,4,0,0,0,0,154,7,154,1,7,0,0,0,0,14,18,0,0,0,0,0,0,0,0,0,0,0,15.4,6,7,0,49,0,0,0,0,0,0,0,0,0,0,0,0,77.4
"Darren Fells","TE",2017,"sleeper",129,177,3,17,9,0,0,0,0,177,12,177,3,12,0,0,10,0,17,26,0,0,0,0,0,0,0,0,0,0,0,17.7,18,12,0,59.5,0,0,0,0,0,0,0,0,0,0,0,0,107.2
"Darren Fells","TE",2018,"sleeper",65,117,3,11,1,0,0,0,0,117,6,117,3,6,0,0,0,0,11,12,0,0,0,0,0,0,0,0,0,0,0,11.7,18,6,0,38.5,0,0,0,0,0,0,0,0,0,0,0,0,74.2
"Darren Fells","TE",2019,"sleeper",126,341,7,34,14,0,0,0,0,341,22,341,7,22,0,0,0,0,31,48,0,0,0,0,0,0,0,0,0,0,0,34.1,42,22,0,108.5,0,0,0,0,0,0,0,0,0,0,0,0,206.6
"Darren Fells","TE",2020,"sleeper",94,312,4,21,7,0,0,0,0,312,16,312,4,16,0,0,0,0,21,28,0,0,0,0,0,0,0,0,0,0,0,31.2,24,16,0,73.5,0,0,0,0,0,0,0,0,0,0,0,0,144.7
"Darren Fells","TE",2021,"sleeper",11,43,0,4,1,0,0,0,0,43,2,43,0,2,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,4.3,0,2,0,14,0,0,0,0,0,0,0,0,0,0,0,0,20.3
"Darren McFadden","RB",2014,"sleeper",148,212,0,36,20,534,2,20,155,212,8,746,2,28,1,0,64,0,32,55,0,0,0,0,0,0,53.4,12,20,77.5,0,21.2,0,8,0,80,0,0,0,0,0,0,0,0,0,0,0,0,272.1
"Darren McFadden","RB",2015,"sleeper",147,328,0,40,13,1089,3,52,239,328,12,1419,4,65,3,1,90,1,39,52,0,0,1,0,0,0,108.9,18,52,119.5,0,32.8,6,12,2,97.5,0,0,0,0,0,0,0,0,0,0,0,0,448.7
"Darren McFadden","RB",2016,"sleeper",48,17,0,3,2,87,0,5,24,17,1,104,0,6,0,0,30,0,2,5,0,0,0,0,0,0,8.7,0,5,12,0,1.7,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,33.4
"Darren McFadden","RB",2017,"sleeper",10,0,0,0,0,-2,0,0,1,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3
"Darren Sproles","RB",2014,"sleeper",138,387,0,40,21,329,6,18,57,387,17,716,8,36,1,0,528,2,35,61,0,0,0,0,0,0,32.9,36,18,28.5,0,38.7,0,17,0,87.5,0,0,0,0,0,0,0,0,0,0,0,0,258.6
"Darren Sproles","RB",2015,"sleeper",145,388,1,55,27,317,3,21,83,388,19,705,7,42,0,0,486,3,50,82,0,0,0,0,0,0,31.7,18,21,41.5,0,38.8,12,19,0,125,0,0,0,0,0,0,0,0,0,0,0,0,307
"Darren Sproles","RB",2016,"sleeper",134,427,2,52,19,438,2,22,94,427,19,865,4,41,0,0,243,0,48,71,0,0,0,0,0,0,43.8,12,22,47,0,42.7,12,19,0,120,0,0,0,0,0,0,0,0,0,0,0,0,318.5
"Darren Sproles","RB",2017,"sleeper",6,73,0,7,4,61,0,4,15,73,3,134,1,7,1,0,34,1,7,11,0,0,0,0,0,0,6.1,0,4,7.5,0,7.3,6,3,0,17.5,0,0,0,0,0,0,0,0,0,0,0,0,51.4
"Darren Sproles","RB",2018,"sleeper",76,160,2,15,8,120,1,6,29,160,6,280,3,12,0,0,85,0,14,23,0,0,0,0,0,0,12,6,6,14.5,0,16,12,6,0,35,0,0,0,0,0,0,0,0,0,0,0,0,107.5
"Darren Sproles","RB",2019,"sleeper",24,24,0,6,4,66,0,3,18,24,1,92,0,4,0,1,86,0,6,10,0,1,0,0,0,0,6.6,0,3,9,2,2.4,0,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,39
"Darren Waller","TE",2016,"sleeper",106,85,2,10,6,0,0,0,0,85,7,85,2,7,0,0,34,0,10,16,0,0,0,0,0,0,0,0,0,0,0,8.5,12,7,0,35,0,0,0,0,0,0,0,0,0,0,0,0,62.5
"Darren Waller","TE",2018,"sleeper",48,75,0,6,0,21,0,1,1,75,4,96,0,5,0,0,0,0,6,6,0,0,0,0,0,0,2.1,0,1,0.5,0,7.5,0,4,0,21,0,0,0,0,0,0,0,0,0,0,0,0,36.1
"Darren Waller","TE",2019,"sleeper",147,1145,3,90,25,5,0,0,2,1145,53,1150,4,53,1,0,5,1,89,115,0,0,0,0,0,0,0.5,0,0,1,0,114.5,24,53,0,311.5,0,0,0,0,0,0,0,0,0,0,0,0,504.5
"Darren Waller","TE",2020,"sleeper",147,1196,9,107,35,0,0,0,0,1196,69,1198,9,69,2,1,36,0,106,142,0,0,1,0,0,0,0,0,0,0,0,119.6,54,69,2,371,0,0,0,0,0,0,0,0,0,0,0,0,615.6
"Darren Waller","TE",2021,"sleeper",63,643,2,53,29,0,0,0,0,643,30,643,2,30,0,0,15,0,52,82,0,0,0,0,0,0,0,0,0,0,0,64.3,12,30,0,182,0,0,0,0,0,0,0,0,0,0,0,0,288.3
"Darren Waller","TE",2022,"sleeper",58,353,3,26,9,0,0,0,0,353,16,353,3,16,0,1,44,0,25,35,0,0,0,0,0,0,0,0,0,0,0,35.3,18,16,0,87.5,0,0,0,0,0,0,0,0,0,0,0,0,156.8
"Darren Waller","TE",2023,"sleeper",84,507,1,47,19,0,0,0,0,507,23,507,1,23,0,0,8,0,47,66,0,0,0,0,0,0,0,0,0,0,0,50.7,6,23,0,164.5,0,0,0,0,0,0,0,0,0,0,0,0,244.2
"Darren Waller","WR",2015,"sleeper",11,18,0,2,4,0,0,0,0,18,1,18,0,1,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,1.8,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,7.8
"Darrin Reaves","RB",2014,"sleeper",26,31,0,5,3,78,0,3,31,31,1,109,0,4,0,0,0,0,4,8,0,0,0,0,0,0,7.8,0,3,15.5,0,3.1,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,40.4
"Darrius Heyward-Bey","WR",2014,"sleeper",43,33,0,3,1,0,0,0,0,33,1,33,0,1,1,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,3.3,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,9.3
"Darrius Heyward-Bey","WR",2015,"sleeper",84,314,2,21,16,0,0,0,0,314,11,314,2,11,0,1,0,0,19,37,0,0,0,0,0,0,0,0,0,0,0,31.4,12,11,0,47.5,0,0,0,0,0,0,0,0,0,0,0,0,101.9
"Darrius Heyward-Bey","WR",2016,"sleeper",48,114,2,6,12,60,1,1,1,114,4,174,3,5,0,0,0,0,6,18,0,0,0,0,0,0,6,6,1,0.5,0,11.4,12,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,55.9
"Darrius Heyward-Bey","WR",2017,"sleeper",51,47,0,2,1,32,1,1,2,47,1,79,1,2,0,0,0,0,2,3,0,0,0,0,0,0,3.2,6,1,1,0,4.7,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,21.9
"Darrius Heyward-Bey","WR",2018,"sleeper",37,9,0,1,1,-7,0,0,1,9,0,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,-0.7,0,0,0.5,0,0.9,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,3.2
"Darrius Shepherd","WR",2019,"sleeper",33,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,193,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,2.6
"Darrius Shepherd","WR",2020,"sleeper",60,46,0,5,3,0,0,0,0,46,1,46,0,1,1,0,233,0,5,8,0,0,0,0,0,0,0,0,0,0,0,4.6,0,1,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,18.1
"Darrynton Evans","RB",2020,"sleeper",56,27,1,2,2,54,0,2,14,27,2,81,1,4,0,0,206,0,2,4,0,0,0,0,0,0,5.4,0,2,7,0,2.7,6,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,30.1
"Darrynton Evans","RB",2021,"sleeper",7,11,0,2,0,7,0,0,2,11,1,18,0,1,0,0,17,0,2,2,0,0,0,0,0,0,0.7,0,0,1,0,1.1,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,8.8
"Darrynton Evans","RB",2022,"sleeper",40,33,0,1,0,64,0,3,14,33,1,97,0,4,0,0,0,0,1,1,0,0,0,0,0,0,6.4,0,3,7,0,3.3,0,1,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,23.2
"Darrynton Evans","RB",2023,"sleeper",52,49,0,7,5,121,1,10,32,49,2,170,1,12,0,0,0,0,7,12,0,0,0,0,0,0,12.1,6,10,16,0,4.9,0,2,0,17.5,0,0,0,0,0,0,0,0,0,0,0,0,68.5
"Darrynton Evans","RB",2024,"sleeper",14,0,0,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8
"Darvin Kidsy","WR",2018,"sleeper",17,8,0,1,1,0,0,0,0,8,1,8,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0.8,0,1,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,4.3
"Darwin Thompson","RB",2019,"sleeper",99,43,0,9,1,128,1,9,37,43,2,171,1,11,0,0,27,0,7,10,0,0,0,0,0,0,12.8,6,9,18.5,0,4.3,0,2,0,17.5,0,0,0,0,0,0,0,0,0,0,0,0,70.1
"Darwin Thompson","RB",2020,"sleeper",36,65,1,7,4,97,1,7,27,65,3,162,2,10,1,0,0,0,6,11,0,0,0,0,0,0,9.7,6,7,13.5,0,6.5,6,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,66.7
"Daryl Richardson","RB",2016,"sleeper",5,0,0,0,0,7,0,0,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7
"Datone Jones","DE",2015,"sleeper",16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Daurice Fountain","WR",2020,"sleeper",7,23,0,2,1,0,0,0,0,23,2,23,0,2,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,2.3,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,9.3
"Davante Adams","WR",2014,"sleeper",126,446,3,38,27,0,0,0,0,446,23,446,3,23,0,0,0,0,38,65,0,0,0,0,0,0,0,0,0,0,0,44.6,18,23,0,95,0,0,0,0,0,0,0,0,0,0,0,0,180.6
"Davante Adams","WR",2015,"sleeper",131,495,1,50,43,0,0,0,0,495,20,495,1,20,0,1,2,0,49,93,0,0,0,0,0,0,0,0,0,0,0,49.5,6,20,0,122.5,0,0,0,0,0,0,0,0,0,0,0,0,198
"Davante Adams","WR",2016,"sleeper",149,997,12,75,42,0,0,0,0,997,45,999,12,45,1,2,40,0,71,117,0,0,1,0,0,0,0,0,0,0,0,99.7,72,45,2,177.5,0,0,0,0,0,0,0,0,0,0,0,0,396.2
"Davante Adams","WR",2017,"sleeper",112,885,10,74,42,0,0,0,0,885,45,885,10,47,0,1,0,0,74,116,0,0,0,0,0,0,0,0,0,0,0,88.5,60,45,0,185,0,0,0,0,0,0,0,0,0,0,0,0,378.5
"Davante Adams","WR",2018,"sleeper",129,1386,13,111,58,0,0,0,0,1386,64,1388,13,64,0,1,0,0,108,169,0,0,1,0,0,0,0,0,0,0,0,138.6,78,64,2,270,0,0,0,0,0,0,0,0,0,0,0,0,552.6
"Davante Adams","WR",2019,"sleeper",116,997,5,83,43,0,0,0,0,997,54,999,5,54,1,1,10,0,79,126,0,0,1,0,0,0,0,0,0,0,0,99.7,30,54,2,197.5,0,0,0,0,0,0,0,0,0,0,0,0,383.2
"Davante Adams","WR",2020,"sleeper",141,1374,18,115,31,0,0,0,0,1374,73,1374,19,74,1,0,72,1,112,146,0,0,0,0,0,0,0,0,0,0,0,137.4,114,73,0,280,0,0,0,0,0,0,0,0,0,0,0,0,604.4
"Davante Adams","WR",2021,"sleeper",132,1498,11,117,42,0,0,0,0,1498,80,1498,11,80,0,0,75,0,113,159,0,0,0,0,0,0,0,0,0,0,0,149.8,66,80,0,282.5,0,0,0,0,0,0,0,0,0,0,0,0,578.3
"Davante Adams","WR",2022,"sleeper",147,1443,14,95,70,-1,0,0,3,1443,60,1432,15,60,0,1,96,1,94,165,0,0,0,0,0,0,-0.1,0,0,1.5,0,144.3,90,60,0,235,0,0,0,0,0,0,0,0,0,0,0,0,530.7
"Davante Adams","WR",2023,"sleeper",140,1103,7,98,63,0,0,0,0,1098,56,1103,8,56,1,0,60,1,96,161,0,0,0,0,0,0,0,0,0,0,0,109.8,48,56,0,240,0,0,0,0,0,0,0,0,0,0,0,0,453.8
"Davante Adams","WR",2024,"sleeper",126,975,7,79,48,0,0,0,0,975,45,977,7,46,0,1,3,0,76,127,0,0,1,0,0,0,0,0,0,0,0,97.5,42,45,2,190,0,0,0,0,0,0,0,0,0,0,0,0,376.5
"David Ausberry","TE",2014,"sleeper",4,14,0,2,1,0,0,0,0,14,0,14,0,0,0,0,43,0,2,3,0,0,0,0,0,0,0,0,0,0,0,1.4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,8.4
"David Bass","LB",2017,"sleeper",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"David Bell","WR",2022,"sleeper",111,214,0,24,7,0,0,0,0,214,7,214,0,7,0,0,48,0,24,31,0,0,0,0,0,0,0,0,0,0,0,21.4,0,7,0,60,0,0,0,0,0,0,0,0,0,0,0,0,88.4
"David Bell","WR",2023,"sleeper",81,99,1,10,8,0,0,0,0,99,6,99,1,6,0,0,32,0,10,18,0,0,0,0,0,0,0,0,0,0,0,9.9,6,6,0,25,0,0,0,0,0,0,0,0,0,0,0,0,46.9
"David Bell","WR",2024,"sleeper",2,27,0,3,0,0,0,0,0,27,1,27,0,2,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,2.7,0,1,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,11.2
"David Blough","QB",2019,"sleeper",75,1003,5,95,74,32,0,1,7,1003,48,931,6,51,1,0,117,1,1,1,0,0,0,39.36,24,0,3.2,0,1,3.5,0,1.9,6,1,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,82.46
"David Blough","QB",2020,"sleeper",16,49,0,6,3,18,0,1,1,49,1,57,0,3,0,0,2,0,0,0,0,0,0,1.96,0,0,1.8,0,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.26
"David Blough","QB",2021,"sleeper",8,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1
"David Blough","QB",2022,"sleeper",17,222,1,24,16,7,0,0,2,222,13,220,1,13,0,0,0,0,0,0,0,0,0,8.88,6,0,0.7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.58
"David Cobb","RB",2015,"sleeper",98,-2,0,1,1,146,1,6,52,-2,0,144,1,6,0,0,0,0,0,2,0,0,0,0,0,0,14.6,6,6,26,0,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.4
"David Fales","QB",2016,"sleeper",17,22,0,2,3,0,0,0,1,22,2,17,0,2,0,0,0,0,0,0,0,0,0,0.88,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38
"David Fales","QB",2017,"sleeper",30,265,1,29,13,8,1,1,4,265,15,265,2,16,0,1,1,0,0,0,0,0,0,10.6,6,0,0.8,6,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.4
"David Fales","QB",2019,"sleeper",5,0,0,0,0,0,0,0,0,0,0,-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"David Fluellen","RB",2017,"sleeper",22,0,0,0,1,21,0,1,4,0,0,21,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2.1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1
"David Fluellen","RB",2018,"sleeper",17,0,0,0,0,16,0,1,4,0,0,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6
"David Grinnage","TE",2018,"sleeper",21,61,0,6,2,0,0,0,0,61,2,61,0,2,0,0,0,0,6,8,0,0,0,0,0,0,0,0,0,0,0,6.1,0,2,0,21,0,0,0,0,0,0,0,0,0,0,0,0,29.1
"David Johnson","RB",2015,"sleeper",144,457,4,36,20,581,8,34,125,457,21,1038,13,57,1,0,604,1,35,56,0,0,0,0,0,0,58.1,48,34,62.5,0,45.7,24,21,0,87.5,0,0,0,0,0,0,0,0,0,0,0,0,380.8
"David Johnson","RB",2016,"sleeper",144,879,4,80,39,1239,16,72,293,879,42,2120,20,114,3,1,7,0,78,119,0,0,1,0,0,0,123.9,96,72,146.5,0,87.9,24,42,2,195,0,0,0,0,0,0,0,0,0,0,0,0,789.3
"David Johnson","RB",2017,"sleeper",1,67,0,6,2,23,0,0,11,67,3,90,0,3,1,0,23,0,6,8,0,0,0,0,0,0,2.3,0,0,5.5,0,6.7,0,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,32.5
"David Johnson","RB",2018,"sleeper",144,446,3,50,24,940,7,51,259,446,22,1388,11,74,2,1,45,1,41,74,0,1,0,0,0,0,94,42,51,129.5,2,44.6,24,22,0,102.5,0,0,0,0,0,0,0,0,0,0,0,0,511.6
"David Johnson","RB",2019,"sleeper",96,370,4,36,10,346,2,20,93,370,17,716,7,37,1,0,51,1,34,46,0,0,0,0,0,0,34.6,12,20,46.5,0,37,30,17,0,85,0,0,0,0,0,0,0,0,0,0,0,0,282.1
"David Johnson","RB",2020,"sleeper",98,314,2,33,13,691,6,38,147,314,16,1005,8,54,1,0,0,0,30,46,0,0,0,0,0,0,69.1,36,38,73.5,0,31.4,12,16,0,75,0,0,0,0,0,0,0,0,0,0,0,0,351
"David Johnson","RB",2021,"sleeper",83,217,1,29,8,200,0,5,62,217,11,417,1,16,1,0,32,0,27,37,0,0,0,0,0,0,20,0,5,31,0,21.7,6,11,0,67.5,0,0,0,0,0,0,0,0,0,0,0,0,162.2
"David Johnson","RB",2022,"sleeper",42,19,0,2,0,24,0,0,12,19,2,43,0,2,1,0,0,0,2,2,0,0,0,0,0,0,2.4,0,0,6,0,1.9,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,17.3
"David Johnson","TE",2014,"sleeper",13,4,0,1,0,0,0,0,0,4,0,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,3.9
"David Johnson","TE",2015,"sleeper",36,4,0,1,1,4,0,2,2,4,0,8,0,2,1,0,0,0,1,2,0,0,0,0,0,0,0.4,0,2,1,0,0.4,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,7.3
"David Johnson","TE",2016,"sleeper",107,80,0,7,3,0,0,0,0,80,5,82,0,5,0,1,14,0,7,10,0,0,1,0,0,0,0,0,0,0,0,8,0,5,2,24.5,0,0,0,0,0,0,0,0,0,0,0,0,39.5
"David Martin-Robinson","TE",2024,"sleeper",30,6,0,1,1,0,0,0,0,6,1,6,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0.6,0,1,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,5.1
"David Mayo","LB",2017,"sleeper",14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"David Montgomery","RB",2019,"sleeper",147,185,1,25,10,889,6,50,242,185,7,1074,7,58,2,0,0,0,23,35,0,0,0,0,0,0,88.9,36,50,121,0,18.5,6,7,0,57.5,0,0,0,0,0,0,0,0,0,0,0,0,384.9
"David Montgomery","RB",2020,"sleeper",132,438,2,54,14,1070,8,59,248,438,25,1510,11,85,1,1,0,1,48,68,0,1,0,0,0,0,107,48,59,124,2,43.8,18,25,0,120,0,0,0,0,0,0,0,0,0,0,0,0,546.8
